genbank_accession	genbank_accession_rev	strain	date	region	country	division	location	length	host	lineage	release_date	update_date	sra_accessions	authors	institution
AF192898	AF192898.1	AF192898	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192899	AF192899.1	AF192899	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192900	AF192900.1	AF192900	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192901	AF192901.1	AF192901	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192902	AF192902.1	AF192902	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192903	AF192903.1	AF192903	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192904	AF192904.1	AF192904	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192905	AF192905.1	AF192905	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192906	AF192906.1	AF192906	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192907	AF192907.1	AF192907	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192908	AF192908.1	AF192908	XXXX-XX-XX					1004		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF345888	AF345888.1	AF345888	XXXX-XX-XX					147		NA	2001-06-21	2016-07-23		Sanchez-Seco et al.	"Microbiology National Center, Carlos III Institute, Diagnostic Microbiology Service"
AF394210	AF394210.1	AF394210	XXXX-XX-XX					257		NA	2001-08-06	2016-07-23		Hasebe et al.	"Institute of Tropical medicine, Nagasaki University, Virology"
AF394211	AF394211.1	AF394211	XXXX-XX-XX					257		NA	2001-08-06	2016-07-23		Hasebe et al.	"Institute of Tropical medicine, Nagasaki University, Virology"
AF394212	AF394212.1	AF394212	XXXX-XX-XX					314		NA	2001-08-06	2016-07-23		Hasebe et al.	"Institute of Tropical medicine, Nagasaki University, Virology"
AF394213	AF394213.1	AF394213	XXXX-XX-XX					314		NA	2001-08-06	2016-07-23		Hasebe et al.	"Institute of Tropical medicine, Nagasaki University, Virology"
AF438162	AF438162.1	AF438162	XXXX-XX-XX					1608		NA	2001-11-13	2016-07-26		Logue et al.	"Trinity College Dublin, Virology Group, Microbiology"
AM396995	AM396995.1	AM396995	XXXX-XX-XX	Asia	Malaysia			352		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM396996	AM396996.1	AM396996	XXXX-XX-XX	Asia	Malaysia			352		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM396997	AM396997.1	AM396997	XXXX-XX-XX	Asia	Malaysia			352		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM396998	AM396998.1	AM396998	XXXX-XX-XX	Asia	Malaysia			352		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM396999	AM396999.1	AM396999	XXXX-XX-XX	Asia	Malaysia			351		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM397000	AM397000.1	AM397000	XXXX-XX-XX	Asia	Malaysia			426		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM397001	AM397001.1	AM397001	XXXX-XX-XX	Asia	Malaysia			426		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM397002	AM397002.1	AM397002	XXXX-XX-XX	Asia	Malaysia			426		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM397003	AM397003.1	AM397003	XXXX-XX-XX	Asia	Malaysia			426		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM397004	AM397004.1	AM397004	XXXX-XX-XX	Asia	Malaysia			387		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM397005	AM397005.1	AM397005	XXXX-XX-XX	Asia	Malaysia			294		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM397006	AM397006.1	AM397006	XXXX-XX-XX	Asia	Malaysia			294		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM397007	AM397007.1	AM397007	XXXX-XX-XX	Asia	Malaysia			294		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM397008	AM397008.1	AM397008	XXXX-XX-XX	Asia	Malaysia			294		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AM397009	AM397009.1	AM397009	XXXX-XX-XX	Asia	Malaysia			294		NA	2006-09-01	2016-07-14		AbuBakar et al.	"AbuBakar S., Medical Microbiology, University of Malaya, Faculty of Medicine, Kuala Lumpur 50603"
AY253729	AY253729.1	AY253729	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253730	AY253730.1	AY253730	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253731	AY253731.1	AY253731	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253732	AY253732.1	AY253732	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253733	AY253733.1	AY253733	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253734	AY253734.1	AY253734	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253735	AY253735.1	AY253735	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253736	AY253736.1	AY253736	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253737	AY253737.1	AY253737	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253738	AY253738.1	AY253738	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253739	AY253739.1	AY253739	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253740	AY253740.1	AY253740	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253741	AY253741.1	AY253741	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253742	AY253742.1	AY253742	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AY253743	AY253743.1	AY253743	XXXX-XX-XX					199		NA	2003-11-21	2016-07-25		Yadav et al.	"National Centre for Cell Science, Molecular Biology Unit"
AB857839	AB857839.1	AB857839	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
DI233747	DI233747.1	DI233747	XXXX-XX-XX					26		NA	2013-10-23	2013-10-23		Subbarao et al.	
DI233748	DI233748.1	DI233748	XXXX-XX-XX					20		NA	2013-10-23	2013-10-23		Subbarao et al.	
DI233749	DI233749.1	DI233749	XXXX-XX-XX					28		NA	2013-10-23	2013-10-23		Subbarao et al.	
DI233750	DI233750.1	DI233750	XXXX-XX-XX					21		NA	2013-10-23	2013-10-23		Subbarao et al.	
DI233751	DI233751.1	DI233751	XXXX-XX-XX					24		NA	2013-10-23	2013-10-23		Subbarao et al.	
DI233752	DI233752.1	DI233752	XXXX-XX-XX					22		NA	2013-10-23	2013-10-23		Subbarao et al.	
DQ309336	DQ309336.1	DQ309336	2005-XX-XX	Europe	France	Réunion		890		NA	2006-12-01	2016-07-26		Carbonnier et al.	"Institut Pasteur, Centre de Reference des Arbovirus"
AB857840	AB857840.1	AB857840	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
DQ451149	DQ451149.1	DQ451149	XXXX-XX-XX	Europe	France	Réunion		1044		NA	2006-10-24	2016-07-26		Parola et al.	"Univ. de la Mediterranee, Unite des Virus Emergents (EA 3292, IFR48)"
DQ451150	DQ451150.1	DQ451150	XXXX-XX-XX	Europe	France	Mayotte		1044		NA	2006-10-24	2016-07-26		Parola et al.	"Univ. de la Mediterranee, Unite des Virus Emergents (EA 3292, IFR48)"
DQ451151	DQ451151.1	DQ451151	XXXX-XX-XX	Europe	France	Réunion		1044		NA	2006-10-24	2016-07-26		Parola et al.	"Univ. de la Mediterranee, Unite des Virus Emergents (EA 3292, IFR48)"
DQ462746	DQ462746.1	DQ462746	XXXX-XX-XX					1079		NA	2006-05-08	2016-07-26		Bessaud et al.	"IMTSSA, Tropical Virology Unit"
DQ462747	DQ462747.1	DQ462747	XXXX-XX-XX					1079		NA	2006-05-08	2016-07-26		Bessaud et al.	"IMTSSA, Tropical Virology Unit"
DQ462748	DQ462748.1	DQ462748	XXXX-XX-XX					1079		NA	2006-05-08	2016-07-26		Bessaud et al.	"IMTSSA, Tropical Virology Unit"
DQ462749	DQ462749.1	DQ462749	XXXX-XX-XX					1079		NA	2006-05-08	2016-07-26		Bessaud et al.	"IMTSSA, Tropical Virology Unit"
DQ462750	DQ462750.1	DQ462750	XXXX-XX-XX					1079		NA	2006-05-08	2016-07-26		Bessaud et al.	"IMTSSA, Tropical Virology Unit"
DQ469931	DQ469931.1	DQ469931	XXXX-XX-XX	Asia	China			314		NA	2006-04-26	2016-07-26		Cheng et al.	"PHLSB, Centre for Health Protection, Virology Division"
DQ489787	DQ489787.1	DQ489787	2006-03-24	Asia	Hong Kong			1043		NA	2006-04-22	2016-07-26		Lee et al.	"The Chinese University of Hong Kong, Microbiology"
DQ489788	DQ489788.1	DQ489788	2006-03-24	Asia	Hong Kong			360		NA	2006-04-22	2016-07-26		Lee et al.	"The Chinese University of Hong Kong, Microbiology"
AB857841	AB857841.1	AB857841	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AY424803	AY424803.1	AY424803	XXXX-XX-XX	Asia	India			5061	Homo sapiens	NA	2004-09-30	2004-09-30		Ranadive et al.	"National Institute of Virology, Retrovirology"
DQ520734	DQ520734.1	DQ520734	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520735	DQ520735.1	DQ520735	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520736	DQ520736.1	DQ520736	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520737	DQ520737.1	DQ520737	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520740	DQ520740.1	DQ520740	XXXX-XX-XX	Asia	India			294	Culicidae	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520741	DQ520741.1	DQ520741	XXXX-XX-XX	Asia	India			294	Culicidae	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520738	DQ520738.1	DQ520738	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520739	DQ520739.1	DQ520739	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520742	DQ520742.1	DQ520742	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520743	DQ520743.1	DQ520743	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520744	DQ520744.1	DQ520744	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520745	DQ520745.1	DQ520745	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520746	DQ520746.1	DQ520746	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520747	DQ520747.1	DQ520747	XXXX-XX-XX	Asia	India			251	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520748	DQ520748.1	DQ520748	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520749	DQ520749.1	DQ520749	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520750	DQ520750.1	DQ520750	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520753	DQ520753.1	DQ520753	XXXX-XX-XX	Asia	India			294	Culicidae	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520751	DQ520751.1	DQ520751	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520752	DQ520752.1	DQ520752	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520754	DQ520754.1	DQ520754	XXXX-XX-XX	Asia	India			294	Homo sapiens	NA	2006-10-23	2016-07-26		Yergolkar et al.	"National Institute of Virology, Hepatitis"
DQ520755	DQ520755.1	DQ520755	XXXX-XX-XX	Asia	India			300	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520756	DQ520756.1	DQ520756	XXXX-XX-XX	Asia	India			300	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520757	DQ520757.1	DQ520757	XXXX-XX-XX	Asia	India			454	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520758	DQ520758.1	DQ520758	XXXX-XX-XX	Asia	India			454	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520759	DQ520759.1	DQ520759	XXXX-XX-XX	Asia	India			447	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520760	DQ520760.1	DQ520760	XXXX-XX-XX	Asia	India			430	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520763	DQ520763.1	DQ520763	XXXX-XX-XX	Asia	India			456	Culicidae	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520761	DQ520761.1	DQ520761	XXXX-XX-XX	Asia	India			449	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520762	DQ520762.1	DQ520762	XXXX-XX-XX	Asia	India			454	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520764	DQ520764.1	DQ520764	XXXX-XX-XX	Asia	India			206	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520765	DQ520765.1	DQ520765	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520766	DQ520766.1	DQ520766	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520767	DQ520767.1	DQ520767	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520768	DQ520768.1	DQ520768	XXXX-XX-XX	Asia	India			417	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520769	DQ520769.1	DQ520769	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520770	DQ520770.1	DQ520770	XXXX-XX-XX	Asia	India			430	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520771	DQ520771.1	DQ520771	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520772	DQ520772.1	DQ520772	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520773	DQ520773.1	DQ520773	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520774	DQ520774.1	DQ520774	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520775	DQ520775.1	DQ520775	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520776	DQ520776.1	DQ520776	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520777	DQ520777.1	DQ520777	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520778	DQ520778.1	DQ520778	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520779	DQ520779.1	DQ520779	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520780	DQ520780.1	DQ520780	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520781	DQ520781.1	DQ520781	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520782	DQ520782.1	DQ520782	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520783	DQ520783.1	DQ520783	XXXX-XX-XX	Asia	India			410	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520784	DQ520784.1	DQ520784	XXXX-XX-XX	Asia	India			430	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520785	DQ520785.1	DQ520785	XXXX-XX-XX	Asia	India			395	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520786	DQ520786.1	DQ520786	XXXX-XX-XX	Asia	India			390	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520787	DQ520787.1	DQ520787	XXXX-XX-XX	Asia	India			440	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520788	DQ520788.1	DQ520788	XXXX-XX-XX	Asia	India			420	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520789	DQ520789.1	DQ520789	XXXX-XX-XX	Asia	India			378	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520792	DQ520792.1	DQ520792	XXXX-XX-XX	Asia	India			432	Culicidae	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520793	DQ520793.1	DQ520793	XXXX-XX-XX	Asia	India			432	Culicidae	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ678928	DQ678928.1	DQ678928	XXXX-XX-XX	Oceania	Australia			351		NA	2006-07-19	2016-07-14		Druce et al.	"Victorian Infectious Diseases Reference Laboratory, Virus Identification"
DQ520790	DQ520790.1	DQ520790	XXXX-XX-XX	Asia	India			372	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
DQ520791	DQ520791.1	DQ520791	XXXX-XX-XX	Asia	India			300	Homo sapiens	NA	2007-04-28	2016-07-26		Arankalle et al.	"National Institute of Virology, Hepatitis"
EF077609	EF077609.1	EF077609	XXXX-XX-XX	Asia	India			291		NA	2006-11-22	2016-07-14		Kukreti et al.	"National Institute of Communicable Diseases, Biotechnology"
EF077610	EF077610.1	EF077610	XXXX-XX-XX	Asia	India			294		NA	2006-11-22	2016-07-14		Kukreti et al.	"National Institute of Communicable Diseases, Biotechnology"
EF077611	EF077611.1	EF077611	XXXX-XX-XX	Asia	India			291		NA	2006-11-22	2016-07-14		Kukreti et al.	"National Institute of Communicable Diseases, Biotechnology"
EF077612	EF077612.1	EF077612	XXXX-XX-XX	Asia	India			324		NA	2006-11-22	2006-11-22		Kukreti et al.	"National Institute of Communicable Diseases, Biotechnology"
EF077613	EF077613.1	EF077613	XXXX-XX-XX	Asia	India			289		NA	2006-11-22	2016-07-14		Kukreti et al.	"National Institute of Communicable Diseases, Biotechnology"
EF077614	EF077614.1	EF077614	XXXX-XX-XX	Asia	India			262		NA	2006-11-22	2016-07-14		Kukreti et al.	"National Institute of Communicable Diseases, Biotechnology"
EF077615	EF077615.1	EF077615	XXXX-XX-XX	Asia	India			287		NA	2006-11-22	2016-07-14		Kukreti et al.	"National Institute of Communicable Diseases, Biotechnology"
EF077616	EF077616.1	EF077616	XXXX-XX-XX	Asia	India			300		NA	2006-11-22	2016-07-14		Kukreti et al.	"National Institute of Communicable Diseases, Biotechnology"
EF077617	EF077617.1	EF077617	XXXX-XX-XX	Asia	India			287		NA	2006-11-22	2016-07-14		Kukreti et al.	"National Institute of Communicable Diseases, Biotechnology"
